Frame_Ke,Label_Biner,Status,Lutut_Kanan_X (idx26),Lutut_Kanan_Y (idx26),Lutut_Kanan_Z (idx26),Nose_X (idx0),Nose_Y (idx0),Nose_Z (idx0),Left_Eye_Inner_X (idx1),Left_Eye_Inner_Y (idx1),Left_Eye_Inner_Z (idx1),Left_Eye_X (idx2),Left_Eye_Y (idx2),Left_Eye_Z (idx2),Left_Eye_Outer_X (idx3),Left_Eye_Outer_Y (idx3),Left_Eye_Outer_Z (idx3),Right_Eye_Inner_X (idx4),Right_Eye_Inner_Y (idx4),Right_Eye_Inner_Z (idx4),Right_Eye_X (idx5),Right_Eye_Y (idx5),Right_Eye_Z (idx5),Right_Eye_Outer_X (idx6),Right_Eye_Outer_Y (idx6),Right_Eye_Outer_Z (idx6),Left_Ear_X (idx7),Left_Ear_Y (idx7),Left_Ear_Z (idx7),Right_Ear_X (idx8),Right_Ear_Y (idx8),Right_Ear_Z (idx8),Mouth_Left_X (idx9),Mouth_Left_Y (idx9),Mouth_Left_Z (idx9),Mouth_Right_X (idx10),Mouth_Right_Y (idx10),Mouth_Right_Z (idx10),Left_Shoulder_X (idx11),Left_Shoulder_Y (idx11),Left_Shoulder_Z (idx11),Right_Shoulder_X (idx12),Right_Shoulder_Y (idx12),Right_Shoulder_Z (idx12),Left_Elbow_X (idx13),Left_Elbow_Y (idx13),Left_Elbow_Z (idx13),Right_Elbow_X (idx14),Right_Elbow_Y (idx14),Right_Elbow_Z (idx14),Left_Wrist_X (idx15),Left_Wrist_Y (idx15),Left_Wrist_Z (idx15),Right_Wrist_X (idx16),Right_Wrist_Y (idx16),Right_Wrist_Z (idx16),Left_Pinky_X (idx17),Left_Pinky_Y (idx17),Left_Pinky_Z (idx17),Right_Pinky_X (idx18),Right_Pinky_Y (idx18),Right_Pinky_Z (idx18),Left_Index_X (idx19),Left_Index_Y (idx19),Left_Index_Z (idx19),Right_Index_X (idx20),Right_Index_Y (idx20),Right_Index_Z (idx20),Left_Thumb_X (idx21),Left_Thumb_Y (idx21),Left_Thumb_Z (idx21),Right_Thumb_X (idx22),Right_Thumb_Y (idx22),Right_Thumb_Z (idx22),Left_Hip_X (idx23),Left_Hip_Y (idx23),Left_Hip_Z (idx23),Right_Hip_X (idx24),Right_Hip_Y (idx24),Right_Hip_Z (idx24),Left_Knee_X (idx25),Left_Knee_Y (idx25),Left_Knee_Z (idx25),Right_Knee_X (idx26),Right_Knee_Y (idx26),Right_Knee_Z (idx26),Left_Ankle_X (idx27),Left_Ankle_Y (idx27),Left_Ankle_Z (idx27),Right_Ankle_X (idx28),Right_Ankle_Y (idx28),Right_Ankle_Z (idx28),Left_Heel_X (idx29),Left_Heel_Y (idx29),Left_Heel_Z (idx29),Right_Heel_X (idx30),Right_Heel_Y (idx30),Right_Heel_Z (idx30),Left_Foot_Index_X (idx31),Left_Foot_Index_Y (idx31),Left_Foot_Index_Z (idx31),Right_Foot_Index_X (idx32),Right_Foot_Index_Y (idx32),Right_Foot_Index_Z (idx32)
53,1,SALAH,-0.82843,0.54931,-1.28145,0.0776,-1.09215,-1.26411,0.13992,-1.14769,-1.08853,0.19108,-1.14608,-1.09069,0.23126,-1.14386,-1.09035,0.00822,-1.15028,-1.10198,-0.03453,-1.14948,-1.1047,-0.06915,-1.14758,-1.1059,0.27807,-1.11498,0.03757,-0.14196,-1.11239,-0.02183,0.15204,-1.02742,-0.86654,-9e-05,-1.02427,-0.90213,0.53399,-0.77026,0.56684,-0.44601,-0.7681,0.70816,0.77969,-0.40771,-0.09243,-0.73147,-0.40827,0.0322,1.14412,-0.67407,-2.0026,-1.09435,-0.68736,-1.85382,1.24646,-0.75248,-2.34572,-1.17769,-0.75016,-2.21831,1.19752,-0.78644,-2.47019,-1.16136,-0.78268,-2.35679,1.13406,-0.76253,-2.09714,-1.11793,-0.76429,-1.97727,0.31321,0.01037,-0.05626,-0.31321,-0.01037,0.05626,0.76946,0.59478,-0.90732,-0.82843,0.54931,-1.28145,0.65244,1.07346,1.02965,-0.67079,1.05044,0.65575,0.55906,1.13986,1.18643,-0.53048,1.11877,0.82288,1.02735,1.34983,0.35248,-1.08951,1.31542,0.02898
54,0,BENAR,-0.88225,0.61378,-1.18344,0.0964,-1.2311,-1.88043,0.1616,-1.29506,-1.63623,0.21907,-1.2929,-1.63895,0.26226,-1.28972,-1.63854,0.01717,-1.298,-1.64464,-0.03332,-1.29685,-1.64781,-0.0711,-1.29421,-1.64927,0.31214,-1.25117,-0.26924,-0.15295,-1.25215,-0.2968,0.17518,-1.15804,-1.36382,0.00853,-1.1555,-1.39479,0.5987,-0.8638,0.32486,-0.49434,-0.86701,0.63248,0.86114,-0.4617,-0.60961,-0.80525,-0.46521,-0.49706,1.2664,-0.75325,-2.92135,-1.20104,-0.77528,-2.85824,1.36833,-0.83544,-3.35338,-1.29058,-0.84931,-3.32026,1.3183,-0.8796,-3.49665,-1.27305,-0.88533,-3.46214,1.2589,-0.85434,-3.03276,-1.22529,-0.86469,-2.99748,0.34722,0.00654,-0.09314,-0.34722,-0.00654,0.09314,0.78968,0.64739,-0.87481,-0.88225,0.61378,-1.18344,0.72046,1.19377,1.22814,-0.73287,1.16519,0.99491,0.61855,1.26814,1.40057,-0.57933,1.24432,1.17494,1.12429,1.49835,0.27666,-1.19002,1.45916,0.20879
55,0,BENAR,-0.92527,0.68692,-1.06429,0.11624,-1.37421,-2.46932,0.18861,-1.44595,-2.19535,0.25213,-1.44355,-2.19844,0.30037,-1.43991,-2.19792,0.02875,-1.45058,-2.19995,-0.02823,-1.44965,-2.20352,-0.06954,-1.44692,-2.20522,0.35371,-1.3977,-0.65719,-0.16023,-1.40144,-0.67475,0.20258,-1.29173,-1.87456,0.01906,-1.29275,-1.9036,0.67209,-0.96489,0.09203,-0.54073,-0.9728,0.38558,0.95913,-0.51845,-0.98212,-0.88679,-0.52648,-0.79276,1.4205,-0.84044,-3.67425,-1.32637,-0.86374,-3.51891,1.51138,-0.93325,-4.18522,-1.41074,-0.94591,-4.06488,1.45824,-0.98112,-4.35143,-1.3919,-0.98851,-4.22083,1.40594,-0.95286,-3.8035,-1.33962,-0.96557,-3.67669,0.38439,0.00713,-0.11913,-0.38439,-0.00713,0.11913,0.82356,0.70795,-0.80811,-0.92527,0.68692,-1.06429,0.8014,1.33221,1.49368,-0.79529,1.2989,1.24724,0.69069,1.4177,1.65307,-0.62875,1.38901,1.43188,1.24184,1.67366,0.32124,-1.29733,1.62259,0.3462
56,0,BENAR,-0.88627,0.69977,-0.98943,0.13552,-1.41205,-2.82841,0.20939,-1.48259,-2.55043,0.27294,-1.47969,-2.55364,0.32286,-1.47618,-2.55308,0.04714,-1.48877,-2.55564,-0.01181,-1.48821,-2.55929,-0.05343,-1.48616,-2.56111,0.3757,-1.43373,-0.96857,-0.14547,-1.44152,-0.99231,0.2221,-1.32784,-2.21563,0.03599,-1.3316,-2.24601,0.69674,-0.99202,-0.1311,-0.5329,-1.00078,0.08787,0.99803,-0.52421,-1.28958,-0.88195,-0.53819,-1.09759,1.47346,-0.85846,-4.14018,-1.33211,-0.88801,-3.89625,1.54424,-0.95117,-4.68621,-1.40916,-0.96864,-4.47694,1.49183,-1.00278,-4.86025,-1.3898,-1.00784,-4.63526,1.44676,-0.97195,-4.27655,-1.33957,-0.98412,-4.05849,0.38801,0.00812,-0.11803,-0.38801,-0.00812,0.11803,0.80916,0.71648,-0.65177,-0.88627,0.69977,-0.98943,0.82844,1.36263,1.55438,-0.78631,1.32913,1.32324,0.7184,1.4515,1.70127,-0.61975,1.42173,1.49906,1.27275,1.70833,0.37817,-1.2953,1.65634,0.31335
57,0,BENAR,-0.82869,0.69386,-0.70253,0.14316,-1.4048,-2.78943,0.2178,-1.47598,-2.51639,0.27924,-1.47271,-2.51957,0.32963,-1.46878,-2.51902,0.05757,-1.48266,-2.52135,-0.00105,-1.48242,-2.52494,-0.04247,-1.48041,-2.52673,0.38057,-1.42576,-0.96292,-0.133,-1.43626,-0.98309,0.2286,-1.32292,-2.1869,0.04525,-1.3257,-2.21637,0.69496,-0.98746,-0.14816,-0.51374,-1.00241,0.07802,1.00306,-0.52813,-1.30013,-0.85693,-0.5438,-1.09168,1.46315,-0.85298,-4.12241,-1.30657,-0.88256,-3.8431,1.52285,-0.94107,-4.66465,-1.38182,-0.95653,-4.41518,1.47652,-0.99519,-4.83941,-1.36218,-0.99659,-4.57264,1.43526,-0.96415,-4.25909,-1.31528,-0.97574,-4.0037,0.38315,0.0093,-0.11094,-0.38315,-0.0093,0.11094,0.78682,0.70432,-0.4833,-0.82869,0.69386,-0.70253,0.82469,1.3463,1.68239,-0.7605,1.31628,1.47163,0.71646,1.43438,1.81325,-0.60067,1.40823,1.63139,1.25596,1.6877,0.49976,-1.26264,1.63501,0.43089
58,0,BENAR,-0.76859,0.67282,-0.46718,0.14881,-1.37878,-2.85461,0.22215,-1.44746,-2.59549,0.28079,-1.4433,-2.59879,0.33065,-1.43858,-2.59832,0.06606,-1.45547,-2.59321,0.00921,-1.45504,-2.5967,-0.03139,-1.45208,-2.59848,0.37923,-1.39577,-1.08925,-0.12049,-1.40835,-1.07438,0.2317,-1.29969,-2.26826,0.05251,-1.3024,-2.28752,0.68335,-0.97147,-0.31116,-0.48835,-0.98979,-0.01865,0.98384,-0.52777,-1.47929,-0.82176,-0.54817,-1.16129,1.42588,-0.83933,-4.2525,-1.25811,-0.86607,-3.83745,1.48154,-0.91874,-4.79362,-1.32887,-0.94194,-4.40327,1.44078,-0.97308,-4.9622,-1.31124,-0.98365,-4.57076,1.40191,-0.94464,-4.38542,-1.26654,-0.96151,-4.00238,0.37062,0.00847,-0.11009,-0.37062,-0.00847,0.11009,0.75543,0.68002,-0.34682,-0.76859,0.67282,-0.46718,0.80978,1.3021,1.82294,-0.72246,1.27327,1.70581,0.70705,1.38744,1.9572,-0.57427,1.36244,1.86628,1.22296,1.63332,0.72205,-1.21072,1.58153,0.71039
59,0,BENAR,-0.73576,0.65747,-0.38618,0.15188,-1.37315,-2.83904,0.22606,-1.4385,-2.58651,0.28296,-1.43435,-2.58978,0.33263,-1.42998,-2.58932,0.07147,-1.44747,-2.58172,0.01531,-1.44738,-2.58517,-0.02584,-1.4447,-2.58692,0.3805,-1.3892,-1.10959,-0.11395,-1.40325,-1.08364,0.23403,-1.29403,-2.26329,0.05439,-1.29924,-2.27915,0.67979,-0.96726,-0.34925,-0.47516,-0.98551,-0.03119,0.98656,-0.53099,-1.49391,-0.80314,-0.55771,-1.10716,1.40986,-0.84595,-4.20867,-1.23567,-0.8701,-3.70568,1.4644,-0.92227,-4.74059,-1.30465,-0.95008,-4.25409,1.42647,-0.975,-4.90417,-1.28547,-0.98723,-4.41661,1.38881,-0.94746,-4.33781,-1.24417,-0.96228,-3.86602,0.3644,0.00834,-0.11085,-0.3644,-0.00834,0.11085,0.74416,0.66805,-0.30644,-0.73576,0.65747,-0.38618,0.80579,1.27771,1.87107,-0.70226,1.25082,1.75799,0.70705,1.36228,2.00764,-0.55903,1.33968,1.91578,1.20671,1.60368,0.79547,-1.185,1.551,0.76719
60,0,BENAR,-0.71333,0.65526,-0.34119,0.15404,-1.38027,-2.74338,0.22954,-1.44404,-2.49414,0.28468,-1.44011,-2.49738,0.33601,-1.43604,-2.49693,0.07434,-1.45382,-2.48857,0.01818,-1.45421,-2.49203,-0.0244,-1.45184,-2.49378,0.3839,-1.39502,-1.04446,-0.11243,-1.41079,-1.01611,0.23629,-1.29925,-2.17814,0.0539,-1.30535,-2.19304,0.68304,-0.9741,-0.31843,-0.47201,-0.99,0.00714,0.99265,-0.53629,-1.42221,-0.7943,-0.56018,-1.07965,1.41272,-0.85174,-4.03465,-1.23518,-0.87585,-3.61581,1.46762,-0.92726,-4.54166,-1.3102,-0.95449,-4.14709,1.432,-0.97951,-4.70327,-1.29225,-0.98872,-4.27272,1.39776,-0.95212,-4.15986,-1.25108,-0.96335,-3.75222,0.36323,0.00866,-0.12344,-0.36323,-0.00866,0.12344,0.74262,0.66617,-0.30517,-0.71333,0.65526,-0.34119,0.80973,1.27638,1.82885,-0.69746,1.25155,1.71153,0.71117,1.36168,1.96392,-0.55601,1.34314,1.85873,1.20616,1.60219,0.799,-1.17608,1.5463,0.73923
61,0,BENAR,-0.70764,0.65806,-0.30012,0.15396,-1.38869,-2.68033,0.23135,-1.45251,-2.43022,0.2857,-1.44875,-2.43341,0.33828,-1.44469,-2.43297,0.0745,-1.4625,-2.42589,0.01803,-1.46308,-2.42932,-0.02555,-1.46108,-2.43103,0.38638,-1.40357,-0.9865,-0.11391,-1.41917,-0.96645,0.23752,-1.30736,-2.1176,0.05076,-1.31337,-2.13409,0.68674,-0.97975,-0.27132,-0.47378,-0.99443,0.03247,0.99826,-0.54012,-1.35181,-0.79305,-0.55924,-1.02428,1.42002,-0.85424,-3.96597,-1.24418,-0.87852,-3.43538,1.47549,-0.9298,-4.46392,-1.32064,-0.95544,-3.94472,1.44212,-0.98185,-4.64133,-1.30949,-0.9889,-4.09612,1.40994,-0.95455,-4.09723,-1.26788,-0.96478,-3.58086,0.36455,0.00907,-0.1259,-0.36455,-0.00907,0.1259,0.73602,0.67173,-0.27832,-0.70764,0.65806,-0.30012,0.81537,1.28555,1.84861,-0.7003,1.26105,1.70695,0.71778,1.37255,1.98292,-0.56004,1.35314,1.85187,1.21174,1.61139,0.83274,-1.17488,1.55423,0.7277
62,0,BENAR,-0.70264,0.66783,-0.33744,0.15292,-1.39232,-2.66878,0.23231,-1.45699,-2.41555,0.28613,-1.45396,-2.41872,0.33976,-1.45046,-2.41828,0.07374,-1.46631,-2.41173,0.01703,-1.46691,-2.41512,-0.02665,-1.46521,-2.4168,0.38802,-1.41073,-0.96419,-0.11519,-1.42384,-0.95231,0.23796,-1.31147,-2.10238,0.04898,-1.31659,-2.11961,0.68924,-0.98334,-0.24676,-0.47672,-0.99599,0.05439,1.00276,-0.53696,-1.32033,-0.79672,-0.55665,-0.94085,1.42718,-0.85982,-3.88835,-1.25385,-0.87567,-3.22017,1.48412,-0.93756,-4.34656,-1.32893,-0.95301,-3.70377,1.45308,-0.99161,-4.54026,-1.31787,-0.98695,-3.87768,1.41865,-0.96396,-4.02504,-1.27625,-0.96321,-3.37657,0.36626,0.0098,-0.11847,-0.36626,-0.0098,0.11847,0.72385,0.67939,-0.22357,-0.70264,0.66783,-0.33744,0.81994,1.29867,1.9042,-0.70463,1.2749,1.6734,0.72304,1.38689,2.03724,-0.56595,1.36732,1.82882,1.21697,1.62502,0.89496,-1.18168,1.56887,0.71352
63,0,BENAR,-0.69546,0.67751,-0.40008,0.15223,-1.40096,-2.47948,0.23427,-1.46657,-2.23236,0.28782,-1.46364,-2.23562,0.34258,-1.46019,-2.23516,0.0736,-1.4756,-2.23515,0.01657,-1.4762,-2.2388,-0.02747,-1.47461,-2.24055,0.39151,-1.41942,-0.83869,-0.11651,-1.43355,-0.85337,0.23923,-1.31927,-1.93647,0.04773,-1.32607,-1.96261,0.69475,-0.98723,-0.13424,-0.48059,-1.00106,0.11779,1.0112,-0.53354,-1.13617,-0.80019,-0.56118,-0.67962,1.43988,-0.87431,-3.63586,-1.26526,-0.87656,-2.93092,1.49738,-0.96018,-4.09148,-1.33974,-0.95214,-3.39186,1.46681,-1.01853,-4.26303,-1.32925,-0.98697,-3.58176,1.43135,-0.98541,-3.76143,-1.28721,-0.96353,-3.09281,0.36925,0.01052,-0.11494,-0.36925,-0.01052,0.11494,0.70766,0.68603,-0.23507,-0.69546,0.67751,-0.40008,0.82738,1.31807,1.7568,-0.71038,1.29364,1.5643,0.73026,1.40928,1.86194,-0.57135,1.38714,1.69903,1.22783,1.64593,0.72041,-1.19521,1.59003,0.60807
64,0,BENAR,-0.68562,0.67446,-0.39041,0.15167,-1.40232,-2.41467,0.23497,-1.46843,-2.17465,0.28821,-1.46548,-2.17791,0.34306,-1.4619,-2.1775,0.07385,-1.477,-2.17821,0.01706,-1.47732,-2.18192,-0.02698,-1.4756,-2.1837,0.39247,-1.42006,-0.81582,-0.11577,-1.43444,-0.82741,0.23945,-1.32108,-1.88439,0.04723,-1.32917,-1.91174,0.69421,-0.98538,-0.11648,-0.47902,-1.00297,0.12879,1.01039,-0.53088,-0.992,-0.79589,-0.56259,-0.58578,1.44234,-0.87908,-3.30134,-1.26243,-0.87768,-2.65036,1.49726,-0.97032,-3.71571,-1.3378,-0.94797,-3.06764,1.46783,-1.02855,-3.88198,-1.3273,-0.98217,-3.26229,1.43184,-0.99205,-3.41933,-1.28514,-0.9604,-2.80906,0.36827,0.01055,-0.10764,-0.36827,-0.01055,0.10764,0.68811,0.68099,-0.21073,-0.68562,0.67446,-0.39041,0.82796,1.3197,1.66845,-0.70872,1.29318,1.54578,0.731,1.41475,1.768,-0.57057,1.3869,1.67603,1.22946,1.64385,0.64965,-1.19437,1.59022,0.60634
